src,dst,time
83,504,timestamp1
123,1217,timestamp1
169,505,timestamp1
66,1218,timestamp1
2,506,timestamp1
66,1219,timestamp1
20,507,timestamp1
90,1220,timestamp1
169,508,timestamp1
123,1221,timestamp1
230,911,timestamp1
20,821,timestamp1
20,1474,timestamp1
230,1500,timestamp1
719,822,timestamp1
76,1474,timestamp1
230,789,timestamp1
62,823,timestamp1
2,1475,timestamp1
230,663,timestamp1
60,824,timestamp1
2,1476,timestamp1
230,888,timestamp1
20,825,timestamp1
414,1477,timestamp1
230,1047,timestamp1
96,826,timestamp1
1478,1390,timestamp1
230,950,timestamp1
90,826,timestamp1
79,1479,timestamp1
230,1201,timestamp1
96,827,timestamp1
130,1480,timestamp1
230,372,timestamp1
2,828,timestamp1
1481,1446,timestamp1
230,168,timestamp1
31,829,timestamp1
1481,308,timestamp1
230,310,timestamp1
20,830,timestamp1
1481,513,timestamp1
230,1341,timestamp1
66,831,timestamp1
1481,846,timestamp1
230,421,timestamp1
85,832,timestamp1
1481,1117,timestamp1
230,438,timestamp1
20,833,timestamp1
1481,934,timestamp1
230,580,timestamp1
31,834,timestamp1
1481,853,timestamp1
230,1199,timestamp1
14,835,timestamp1
1481,1490,timestamp1
230,659,timestamp1
39,836,timestamp1
1481,403,timestamp1
230,424,timestamp1
837,975,timestamp1
1481,1247,timestamp1
230,660,timestamp1
837,754,timestamp1
62,1482,timestamp1
230,885,timestamp1
45,838,timestamp1
62,1483,timestamp1
230,1068,timestamp1
96,839,timestamp1
1033,1484,timestamp1
230,891,timestamp1
47,839,timestamp1
66,1485,timestamp1
230,662,timestamp1
70,840,timestamp1
33,1486,timestamp1
230,642,timestamp1
85,840,timestamp1
17,1487,timestamp1
230,570,timestamp1
130,840,timestamp1
47,1488,timestamp1
230,508,timestamp1
8,841,timestamp1
96,1488,timestamp1
230,521,timestamp1
37,841,timestamp1
79,1488,timestamp1
230,374,timestamp1
60,842,timestamp1
90,1488,timestamp1
230,413,timestamp1
414,843,timestamp1
299,1489,timestamp1
230,236,timestamp1
1083,844,timestamp1
1490,430,timestamp1
230,431,timestamp1
23,845,timestamp1
1490,161,timestamp1
230,507,timestamp1
66,846,timestamp1
1490,703,timestamp1
230,1317,timestamp1
62,847,timestamp1
1490,428,timestamp1
230,478,timestamp1
79,848,timestamp1
1490,165,timestamp1
230,316,timestamp1
55,849,timestamp1
1490,57,timestamp1
230,661,timestamp1
55,850,timestamp1
1490,340,timestamp1
230,890,timestamp1
254,851,timestamp1
1490,341,timestamp1
230,232,timestamp1
2,852,timestamp1
1490,974,timestamp1
230,260,timestamp1
853,1083,timestamp1
1490,1316,timestamp1
230,637,timestamp1
123,853,timestamp1
1490,174,timestamp1
230,124,timestamp1
62,854,timestamp1
1490,1070,timestamp1
230,798,timestamp1
47,855,timestamp1
1490,751,timestamp1
11,231,timestamp1
79,855,timestamp1
1490,211,timestamp1
60,232,timestamp1
66,856,timestamp1
1490,359,timestamp1
2,233,timestamp1
1332,857,timestamp1
1490,292,timestamp1
169,234,timestamp1
47,858,timestamp1
1490,446,timestamp1
123,235,timestamp1
79,858,timestamp1
1490,480,timestamp1
79,236,timestamp1
264,859,timestamp1
1490,836,timestamp1
14,237,timestamp1
14,860,timestamp1
1490,321,timestamp1
31,238,timestamp1
33,860,timestamp1
1490,1466,timestamp1
79,239,timestamp1
2,861,timestamp1
1490,1454,timestamp1
123,240,timestamp1
11,862,timestamp1
1490,397,timestamp1
264,241,timestamp1
72,863,timestamp1
1490,1458,timestamp1
42,242,timestamp1
90,864,timestamp1
1490,160,timestamp1
85,243,timestamp1
14,865,timestamp1
1490,198,timestamp1
20,244,timestamp1
20,866,timestamp1
1490,390,timestamp1
169,244,timestamp1
76,867,timestamp1
1490,1300,timestamp1
76,244,timestamp1
17,867,timestamp1
1490,1137,timestamp1
135,245,timestamp1
20,867,timestamp1
1490,221,timestamp1
123,246,timestamp1
2,868,timestamp1
1490,517,timestamp1
254,247,timestamp1
254,869,timestamp1
1490,38,timestamp1
20,248,timestamp1
37,870,timestamp1
1490,1299,timestamp1
90,249,timestamp1
55,870,timestamp1
130,1491,timestamp1
20,250,timestamp1
2,871,timestamp1
23,1491,timestamp1
17,250,timestamp1
55,872,timestamp1
72,1492,timestamp1
76,250,timestamp1
8,873,timestamp1
96,1493,timestamp1
20,251,timestamp1
20,874,timestamp1
83,1494,timestamp1
76,251,timestamp1
31,875,timestamp1
1495,625,timestamp1
55,251,timestamp1
37,876,timestamp1
365,1496,timestamp1
17,251,timestamp1
55,876,timestamp1
55,1497,timestamp1
2,252,timestamp1
8,876,timestamp1
14,1498,timestamp1
2,253,timestamp1
8,877,timestamp1
20,1499,timestamp1
79,253,timestamp1
31,878,timestamp1
96,1500,timestamp1
62,254,timestamp1
62,879,timestamp1
55,1501,timestamp1
66,255,timestamp1
264,880,timestamp1
254,1502,timestamp1
2,256,timestamp1
55,881,timestamp1
1389,1503,timestamp1
1332,257,timestamp1
72,882,timestamp1
58,1504,timestamp1
17,258,timestamp1
47,883,timestamp1
20,1505,timestamp1
76,258,timestamp1
79,883,timestamp1
70,1506,timestamp1
66,259,timestamp1
96,884,timestamp1
23,1507,timestamp1
55,260,timestamp1
79,884,timestamp1
11,1508,timestamp1
66,261,timestamp1
79,885,timestamp1
90,1509,timestamp1
123,261,timestamp1
96,885,timestamp1
2,1510,timestamp1
20,262,timestamp1
76,886,timestamp1
2,263,timestamp1
20,886,timestamp1
85,264,timestamp1
20,887,timestamp1
66,265,timestamp1
20,888,timestamp1
8,266,timestamp1
2,889,timestamp1
37,266,timestamp1
47,889,timestamp1
96,267,timestamp1
96,890,timestamp1
85,268,timestamp1
47,890,timestamp1
130,268,timestamp1
55,891,timestamp1
96,269,timestamp1
60,892,timestamp1
79,269,timestamp1
20,893,timestamp1
72,270,timestamp1
20,894,timestamp1
20,271,timestamp1
76,894,timestamp1
76,272,timestamp1
76,895,timestamp1
20,272,timestamp1
20,895,timestamp1
23,273,timestamp1
83,896,timestamp1
130,273,timestamp1
8,897,timestamp1
70,273,timestamp1
37,897,timestamp1
45,274,timestamp1
23,898,timestamp1
31,275,timestamp1
66,899,timestamp1
60,276,timestamp1
55,900,timestamp1
20,277,timestamp1
20,901,timestamp1
55,277,timestamp1
37,902,timestamp1
17,277,timestamp1
2,903,timestamp1
6,278,timestamp1
66,904,timestamp1
20,279,timestamp1
33,905,timestamp1
8,280,timestamp1
47,906,timestamp1
37,280,timestamp1
79,906,timestamp1
85,281,timestamp1
11,907,timestamp1
23,281,timestamp1
130,908,timestamp1
6,282,timestamp1
45,909,timestamp1
130,283,timestamp1
96,910,timestamp1
70,283,timestamp1
79,910,timestamp1
135,283,timestamp1
60,911,timestamp1
23,283,timestamp1
299,912,timestamp1
72,284,timestamp1
2,913,timestamp1
20,285,timestamp1
2,914,timestamp1
8,285,timestamp1
23,915,timestamp1
76,285,timestamp1
14,916,timestamp1
17,285,timestamp1
20,917,timestamp1
20,286,timestamp1
17,917,timestamp1
90,287,timestamp1
2,918,timestamp1
85,288,timestamp1
33,919,timestamp1
14,289,timestamp1
70,920,timestamp1
6,290,timestamp1
14,921,timestamp1
72,291,timestamp1
2,922,timestamp1
96,292,timestamp1
17,923,timestamp1
79,292,timestamp1
705,924,timestamp1
42,292,timestamp1
42,925,timestamp1
47,292,timestamp1
365,926,timestamp1
60,293,timestamp1
60,927,timestamp1
14,294,timestamp1
79,928,timestamp1
31,294,timestamp1
2,929,timestamp1
62,295,timestamp1
70,930,timestamp1
20,296,timestamp1
47,931,timestamp1
62,297,timestamp1
79,931,timestamp1
96,298,timestamp1
169,932,timestamp1
96,299,timestamp1
14,933,timestamp1
79,299,timestamp1
47,934,timestamp1
66,300,timestamp1
62,935,timestamp1
96,301,timestamp1
169,936,timestamp1
66,302,timestamp1
76,937,timestamp1
254,303,timestamp1
47,938,timestamp1
60,304,timestamp1
79,938,timestamp1
76,305,timestamp1
76,939,timestamp1
55,305,timestamp1
55,940,timestamp1
17,305,timestamp1
20,940,timestamp1
20,305,timestamp1
123,941,timestamp1
96,306,timestamp1
33,942,timestamp1
76,307,timestamp1
47,943,timestamp1
299,307,timestamp1
60,944,timestamp1
308,1114,timestamp1
85,944,timestamp1
308,984,timestamp1
945,719,timestamp1
308,764,timestamp1
31,945,timestamp1
308,982,timestamp1
55,946,timestamp1
308,706,timestamp1
20,947,timestamp1
76,309,timestamp1
299,948,timestamp1
310,719,timestamp1
307,949,timestamp1
31,310,timestamp1
414,950,timestamp1
365,311,timestamp1
20,951,timestamp1
96,312,timestamp1
2,952,timestamp1
39,313,timestamp1
2,953,timestamp1
314,769,timestamp1
60,954,timestamp1
1012,210,timestamp1
314,1046,timestamp1
66,955,timestamp1
314,1480,timestamp1
123,955,timestamp1
60,315,timestamp1
8,956,timestamp1
60,316,timestamp1
2,957,timestamp1
62,317,timestamp1
264,509,timestamp1
20,1222,timestamp1
365,318,timestamp1
72,510,timestamp1
414,1223,timestamp1
55,319,timestamp1
264,511,timestamp1
753,1224,timestamp1
14,320,timestamp1
512,325,timestamp1
169,1225,timestamp1
45,321,timestamp1
512,986,timestamp1
62,1225,timestamp1
66,322,timestamp1
512,569,timestamp1
20,1226,timestamp1
96,323,timestamp1
512,1192,timestamp1
85,1227,timestamp1
31,324,timestamp1
512,1205,timestamp1
66,1228,timestamp1
20,325,timestamp1
512,797,timestamp1
1229,76,timestamp1
2,326,timestamp1
512,1196,timestamp1
20,1229,timestamp1
14,327,timestamp1
512,214,timestamp1
17,1229,timestamp1
79,328,timestamp1
512,1285,timestamp1
1230,509,timestamp1
66,329,timestamp1
512,712,timestamp1
1230,683,timestamp1
2,330,timestamp1
512,762,timestamp1
1230,474,timestamp1
14,331,timestamp1
512,1078,timestamp1
1230,582,timestamp1
264,332,timestamp1
512,1016,timestamp1
1230,314,timestamp1
33,333,timestamp1
512,1090,timestamp1
1230,623,timestamp1
66,334,timestamp1
512,1464,timestamp1
1230,1091,timestamp1
23,335,timestamp1
512,1025,timestamp1
1230,1315,timestamp1
11,336,timestamp1
512,955,timestamp1
1230,517,timestamp1
1033,337,timestamp1
512,854,timestamp1
1230,74,timestamp1
123,338,timestamp1
512,987,timestamp1
1230,1319,timestamp1
55,339,timestamp1
512,1077,timestamp1
1230,56,timestamp1
2,340,timestamp1
512,1268,timestamp1
1230,82,timestamp1
79,341,timestamp1
512,1329,timestamp1
1230,1103,timestamp1
212,342,timestamp1
512,771,timestamp1
1230,641,timestamp1
2,343,timestamp1
512,1209,timestamp1
1230,1096,timestamp1
2,344,timestamp1
512,215,timestamp1
1230,963,timestamp1
79,344,timestamp1
512,1314,timestamp1
1230,851,timestamp1
47,344,timestamp1
512,744,timestamp1
1230,369,timestamp1
2,345,timestamp1
512,928,timestamp1
1230,477,timestamp1
346,584,timestamp1
512,336,timestamp1
1230,729,timestamp1
346,1211,timestamp1
512,806,timestamp1
1230,283,timestamp1
346,111,timestamp1
512,1253,timestamp1
1230,845,timestamp1
346,734,timestamp1
512,930,timestamp1
1230,401,timestamp1
346,311,timestamp1
512,581,timestamp1
1230,964,timestamp1
346,545,timestamp1
512,954,timestamp1
1230,1018,timestamp1
346,423,timestamp1
512,576,timestamp1
1230,1404,timestamp1
346,571,timestamp1
512,861,timestamp1
1230,842,timestamp1
346,406,timestamp1
512,1124,timestamp1
1230,621,timestamp1
346,290,timestamp1
512,931,timestamp1
1230,1095,timestamp1
346,691,timestamp1
512,556,timestamp1
1230,298,timestamp1
346,462,timestamp1
512,824,timestamp1
1230,974,timestamp1
346,526,timestamp1
512,1200,timestamp1
1230,482,timestamp1
346,293,timestamp1
512,856,timestamp1
1230,211,timestamp1
346,730,timestamp1
512,1190,timestamp1
1230,216,timestamp1
346,412,timestamp1
512,1243,timestamp1
1230,138,timestamp1
346,733,timestamp1
512,1111,timestamp1
1230,173,timestamp1
346,1342,timestamp1
512,539,timestamp1
1230,408,timestamp1
346,532,timestamp1
512,1031,timestamp1
1230,192,timestamp1
346,32,timestamp1
512,491,timestamp1
1230,636,timestamp1
346,1386,timestamp1
512,1311,timestamp1
1230,359,timestamp1
346,301,timestamp1
512,759,timestamp1
1230,814,timestamp1
346,152,timestamp1
512,711,timestamp1
1230,1485,timestamp1
346,1432,timestamp1
512,941,timestamp1
1230,99,timestamp1
346,583,timestamp1
512,178,timestamp1
1230,189,timestamp1
346,472,timestamp1
512,765,timestamp1
1230,134,timestamp1
346,429,timestamp1
512,946,timestamp1
1230,285,timestamp1
346,344,timestamp1
512,825,timestamp1
1230,182,timestamp1
346,105,timestamp1
512,756,timestamp1
1230,217,timestamp1
346,437,timestamp1
512,1188,timestamp1
1230,656,timestamp1
346,552,timestamp1
512,144,timestamp1
1230,465,timestamp1
346,658,timestamp1
512,48,timestamp1
1230,1235,timestamp1
346,460,timestamp1
512,669,timestamp1
1230,1228,timestamp1
346,153,timestamp1
55,513,timestamp1
1230,243,timestamp1
346,451,timestamp1
17,513,timestamp1
1230,240,timestamp1
346,565,timestamp1
20,513,timestamp1
1230,1469,timestamp1
346,443,timestamp1
90,514,timestamp1
1230,109,timestamp1
346,159,timestamp1
45,515,timestamp1
1230,1049,timestamp1
346,245,timestamp1
20,516,timestamp1
1230,342,timestamp1
346,541,timestamp1
70,517,timestamp1
1230,833,timestamp1
346,1044,timestamp1
20,518,timestamp1
1230,967,timestamp1
346,427,timestamp1
55,518,timestamp1
1230,518,timestamp1
346,330,timestamp1
17,518,timestamp1
1230,382,timestamp1
346,328,timestamp1
123,519,timestamp1
1230,279,timestamp1
346,422,timestamp1
2,520,timestamp1
1230,397,timestamp1
346,267,timestamp1
6,521,timestamp1
1230,1252,timestamp1
346,258,timestamp1
14,522,timestamp1
1230,132,timestamp1
346,1146,timestamp1
31,523,timestamp1
1230,122,timestamp1
346,904,timestamp1
66,524,timestamp1
1230,271,timestamp1
346,531,timestamp1
37,525,timestamp1
1230,735,timestamp1
346,780,timestamp1
526,1251,timestamp1
1230,942,timestamp1
346,1429,timestamp1
526,742,timestamp1
1230,150,timestamp1
30,346,timestamp1
526,288,timestamp1
1230,78,timestamp1
14,347,timestamp1
526,966,timestamp1
20,1231,timestamp1
76,348,timestamp1
526,1398,timestamp1
2,1232,timestamp1
55,348,timestamp1
526,1159,timestamp1
47,1233,timestamp1
20,348,timestamp1
526,1312,timestamp1
1234,1083,timestamp1
23,349,timestamp1
526,295,timestamp1
123,1234,timestamp1
58,350,timestamp1
526,843,timestamp1
14,1234,timestamp1
20,351,timestamp1
526,1098,timestamp1
60,1235,timestamp1
8,352,timestamp1
526,952,timestamp1
20,1236,timestamp1
37,352,timestamp1
526,741,timestamp1
66,1237,timestamp1
55,352,timestamp1
526,13,timestamp1
2,1238,timestamp1
96,353,timestamp1
526,1254,timestamp1
20,1239,timestamp1
123,354,timestamp1
526,129,timestamp1
66,1240,timestamp1
55,355,timestamp1
526,1105,timestamp1
66,1241,timestamp1
20,356,timestamp1
526,520,timestamp1
768,1242,timestamp1
76,356,timestamp1
526,1296,timestamp1
6,1243,timestamp1
20,357,timestamp1
526,238,timestamp1
135,1243,timestamp1
76,357,timestamp1
526,12,timestamp1
299,1244,timestamp1
123,358,timestamp1
526,36,timestamp1
96,1245,timestamp1
359,426,timestamp1
47,527,timestamp1
79,1245,timestamp1
359,1130,timestamp1
753,528,timestamp1
20,1246,timestamp1
359,244,timestamp1
14,529,timestamp1
62,1247,timestamp1
359,633,timestamp1
23,530,timestamp1
72,1248,timestamp1
359,395,timestamp1
299,531,timestamp1
1249,1083,timestamp1
359,387,timestamp1
79,532,timestamp1
66,1249,timestamp1
359,250,timestamp1
47,532,timestamp1
135,1250,timestamp1
359,1290,timestamp1
60,533,timestamp1
62,1251,timestamp1
359,393,timestamp1
20,534,timestamp1
2,1252,timestamp1
359,551,timestamp1
31,535,timestamp1
79,1253,timestamp1
359,847,timestamp1
2,536,timestamp1
55,1254,timestamp1
359,1158,timestamp1
96,537,timestamp1
55,1255,timestamp1
359,201,timestamp1
66,538,timestamp1
17,1256,timestamp1
359,618,timestamp1
83,539,timestamp1
70,1257,timestamp1
359,109,timestamp1
70,540,timestamp1
2,1258,timestamp1
359,496,timestamp1
23,540,timestamp1
66,1258,timestamp1
359,219,timestamp1
130,540,timestamp1
135,1259,timestamp1
359,248,timestamp1
39,541,timestamp1
79,1260,timestamp1
359,140,timestamp1
169,542,timestamp1
70,1261,timestamp1
359,110,timestamp1
66,543,timestamp1
523,1262,timestamp1
359,305,timestamp1
47,544,timestamp1
2,1263,timestamp1
359,364,timestamp1
79,544,timestamp1
23,1264,timestamp1
359,77,timestamp1
66,545,timestamp1
37,1265,timestamp1
359,280,timestamp1
2,546,timestamp1
55,1265,timestamp1
359,416,timestamp1
123,546,timestamp1
90,1266,timestamp1
359,1339,timestamp1
264,547,timestamp1
33,1267,timestamp1
359,396,timestamp1
90,548,timestamp1
6,1268,timestamp1
359,158,timestamp1
20,549,timestamp1
62,1269,timestamp1
359,106,timestamp1
76,549,timestamp1
62,1270,timestamp1
359,724,timestamp1
264,550,timestamp1
62,1271,timestamp1
359,279,timestamp1
20,551,timestamp1
1272,693,timestamp1
359,700,timestamp1
76,551,timestamp1
1272,145,timestamp1
359,261,timestamp1
20,552,timestamp1
1272,1430,timestamp1
359,493,timestamp1
17,552,timestamp1
1272,252,timestamp1
359,971,timestamp1
76,552,timestamp1
1272,4,timestamp1
359,1195,timestamp1
523,553,timestamp1
1272,1378,timestamp1
359,499,timestamp1
2,554,timestamp1
1272,440,timestamp1
359,577,timestamp1
62,555,timestamp1
1272,476,timestamp1
359,378,timestamp1
264,556,timestamp1
1272,694,timestamp1
359,132,timestamp1
123,557,timestamp1
1272,1263,timestamp1
359,686,timestamp1
72,558,timestamp1
1272,762,timestamp1
359,284,timestamp1
6,559,timestamp1
1272,698,timestamp1
359,785,timestamp1
6,560,timestamp1
1272,1330,timestamp1
359,684,timestamp1
70,561,timestamp1
1272,880,timestamp1
359,122,timestamp1
169,562,timestamp1
1272,227,timestamp1
359,271,timestamp1
96,563,timestamp1
1272,1307,timestamp1
359,593,timestamp1
20,564,timestamp1
1272,547,timestamp1
359,1144,timestamp1
76,564,timestamp1
1272,714,timestamp1
359,417,timestamp1
17,564,timestamp1
1272,497,timestamp1
359,150,timestamp1
79,565,timestamp1
1272,721,timestamp1
359,367,timestamp1
47,566,timestamp1
1272,563,timestamp1
359,78,timestamp1
90,567,timestamp1
1272,1448,timestamp1
359,385,timestamp1
96,568,timestamp1
1272,510,timestamp1
359,383,timestamp1
20,569,timestamp1
1272,668,timestamp1
359,1136,timestamp1
76,569,timestamp1
1272,1327,timestamp1
359,848,timestamp1
20,570,timestamp1
1272,3,timestamp1
359,528,timestamp1
76,570,timestamp1
1272,910,timestamp1
359,632,timestamp1
66,571,timestamp1
1272,666,timestamp1
359,683,timestamp1
123,571,timestamp1
1272,514,timestamp1
359,578,timestamp1
23,572,timestamp1
1272,923,timestamp1
359,102,timestamp1
79,573,timestamp1
1272,1413,timestamp1
359,490,timestamp1
2,573,timestamp1
1272,259,timestamp1
359,246,timestamp1
96,573,timestamp1
1272,1470,timestamp1
359,119,timestamp1
23,574,timestamp1
1272,112,timestamp1
359,845,timestamp1
614,575,timestamp1
1272,906,timestamp1
359,128,timestamp1
576,983,timestamp1
1272,101,timestamp1
359,582,timestamp1
576,1126,timestamp1
1272,927,timestamp1
359,1061,timestamp1
576,441,timestamp1
1272,606,timestamp1
14,958,timestamp1
85,959,timestamp1
11,959,timestamp1
47,960,timestamp1
705,961,timestamp1
62,962,timestamp1
6,963,timestamp1
47,964,timestamp1
20,965,timestamp1
254,966,timestamp1
967,151,timestamp1
967,628,timestamp1
967,573,timestamp1
967,819,timestamp1
967,34,timestamp1
967,823,timestamp1
967,907,timestamp1
967,44,timestamp1
967,763,timestamp1
967,603,timestamp1
967,1056,timestamp1
967,908,timestamp1
967,850,timestamp1
967,1007,timestamp1
17,968,timestamp1
20,969,timestamp1
47,970,timestamp1
85,971,timestamp1
20,972,timestamp1
60,973,timestamp1
20,974,timestamp1
975,135,timestamp1
23,975,timestamp1
90,976,timestamp1
79,976,timestamp1
90,977,timestamp1
212,978,timestamp1
14,979,timestamp1
2,980,timestamp1
183,981,timestamp1
20,982,timestamp1
62,983,timestamp1
70,984,timestamp1
85,985,timestamp1
31,986,timestamp1
14,986,timestamp1
2,987,timestamp1
11,988,timestamp1
66,989,timestamp1
990,257,timestamp1
990,134,timestamp1
990,353,timestamp1
990,473,timestamp1
990,961,timestamp1
990,639,timestamp1
990,972,timestamp1
990,483,timestamp1
990,794,timestamp1
990,618,timestamp1
990,304,timestamp1
990,504,timestamp1
990,418,timestamp1
990,525,timestamp1
990,361,timestamp1
990,277,timestamp1
990,404,timestamp1
990,138,timestamp1
990,522,timestamp1
990,279,timestamp1
990,282,timestamp1
990,636,timestamp1
990,373,timestamp1
990,958,timestamp1
990,278,timestamp1
990,163,timestamp1
990,263,timestamp1
990,619,timestamp1
990,633,timestamp1
990,395,timestamp1
990,387,timestamp1
990,1326,timestamp1
990,250,timestamp1
990,393,timestamp1
990,847,timestamp1
990,248,timestamp1
990,305,timestamp1
58,1,timestamp1
135,2,timestamp1
990,364,timestamp1
66,3,timestamp1
264,4,timestamp1
990,77,timestamp1
614,5,timestamp1
45,6,timestamp1
990,280,timestamp1
20,7,timestamp1
55,7,timestamp1
990,396,timestamp1
60,8,timestamp1
85,8,timestamp1
990,158,timestamp1
60,9,timestamp1
37,10,timestamp1
990,106,timestamp1
20,11,timestamp1
76,11,timestamp1
990,724,timestamp1
79,12,timestamp1
55,13,timestamp1
990,577,timestamp1
62,14,timestamp1
365,15,timestamp1
990,378,timestamp1
79,16,timestamp1
20,17,timestamp1
990,132,timestamp1
76,17,timestamp1
55,17,timestamp1
990,271,timestamp1
17,17,timestamp1
20,18,timestamp1
990,147,timestamp1
85,19,timestamp1
990,417,timestamp1
254,20,timestamp1
990,150,timestamp1
23,21,timestamp1
990,78,timestamp1
83,22,timestamp1
990,385,timestamp1
2,23,timestamp1
990,383,timestamp1
20,24,timestamp1
990,632,timestamp1
76,25,timestamp1
990,381,timestamp1
55,25,timestamp1
990,1245,timestamp1
17,25,timestamp1
990,128,timestamp1
20,25,timestamp1
990,1250,timestamp1
37,26,timestamp1
990,926,timestamp1
23,27,timestamp1
990,179,timestamp1
264,28,timestamp1
990,738,timestamp1
523,29,timestamp1
990,356,timestamp1
70,30,timestamp1
990,419,timestamp1
20,31,timestamp1
990,1459,timestamp1
72,32,timestamp1
990,640,timestamp1
31,33,timestamp1
990,379,timestamp1
123,34,timestamp1
990,187,timestamp1
79,35,timestamp1
990,488,timestamp1
36,1138,timestamp1
990,375,timestamp1
36,749,timestamp1
990,1396,timestamp1
36,1125,timestamp1
990,181,timestamp1
36,1040,timestamp1
990,270,timestamp1
36,444,timestamp1
990,208,timestamp1
36,1183,timestamp1
990,120,timestamp1
36,726,timestamp1
990,410,timestamp1
36,993,timestamp1
990,196,timestamp1
36,620,timestamp1
990,283,timestamp1
36,498,timestamp1
18,990,timestamp1
36,226,timestamp1
27,990,timestamp1
36,320,timestamp1
22,990,timestamp1
36,816,timestamp1
299,991,timestamp1
36,922,timestamp1
14,991,timestamp1
36,235,timestamp1
11,992,timestamp1
36,939,timestamp1
66,993,timestamp1
36,708,timestamp1
307,994,timestamp1
36,162,timestamp1
79,995,timestamp1
36,324,timestamp1
76,996,timestamp1
36,1325,timestamp1
83,997,timestamp1
36,485,timestamp1
90,998,timestamp1
36,323,timestamp1
20,999,timestamp1
36,502,timestamp1
17,1000,timestamp1
36,936,timestamp1
17,1001,timestamp1
36,1064,timestamp1
20,1001,timestamp1
36,1010,timestamp1
47,1002,timestamp1
36,1003,timestamp1
23,1003,timestamp1
36,631,timestamp1
45,1004,timestamp1
36,487,timestamp1
23,1005,timestamp1
36,1037,timestamp1
85,1006,timestamp1
36,862,timestamp1
58,1007,timestamp1
36,157,timestamp1
23,1008,timestamp1
36,897,timestamp1
20,1009,timestamp1
36,363,timestamp1
135,1010,timestamp1
36,1127,timestamp1
96,1011,timestamp1
36,901,timestamp1
1012,86,timestamp1
36,874,timestamp1
1012,1296,timestamp1
36,1131,timestamp1
1012,949,timestamp1
36,869,timestamp1
1012,391,timestamp1
36,630,timestamp1
1012,1440,timestamp1
36,1189,timestamp1
1012,389,timestamp1
36,1463,timestamp1
1012,1411,timestamp1
36,944,timestamp1
1012,501,timestamp1
36,377,timestamp1
1012,1054,timestamp1
36,501,timestamp1
1012,802,timestamp1
36,61,timestamp1
1012,515,timestamp1
36,937,timestamp1
1012,870,timestamp1
36,376,timestamp1
1012,1175,timestamp1
36,996,timestamp1
1012,114,timestamp1
36,858,timestamp1
1012,154,timestamp1
36,350,timestamp1
1012,116,timestamp1
47,37,timestamp1
